"Time (UTC),""Belgium (BE) > Germany (DE) Day Ahead [MW]"",""Belgium (BE) > Germany (DE) Total [MW]"",""Germany (DE) > Belgium (BE) Day Ahead [MW]"",""Germany (DE) > Belgium (BE) Total [MW]"""
"16.11.2021 03:30 - 16.11.2021 03:45,""0"",""23"",""1000"",""1003"""
"16.11.2021 03:45 - 16.11.2021 04:00,""0"",""20"",""1000"",""1001"""
"16.11.2021 04:00 - 16.11.2021 04:15,""0"",""23"",""873"",""896"""
"16.11.2021 04:15 - 16.11.2021 04:30,""0"",""12"",""873"",""884"""
"16.11.2021 04:30 - 16.11.2021 04:45,""0"",""1"",""873"",""934"""
"16.11.2021 04:45 - 16.11.2021 05:00,""0"",""0"",""873"",""1000"""
"16.11.2021 05:00 - 16.11.2021 05:15,""1000"",""1046"",""0"",""60"""
"16.11.2021 05:15 - 16.11.2021 05:30,""1000"",""1037"",""0"",""156"""
"16.11.2021 05:30 - 16.11.2021 05:45,""1000"",""1045"",""0"",""204"""
"16.11.2021 05:45 - 16.11.2021 06:00,""1000"",""1064"",""0"",""202"""
"16.11.2021 06:00 - 16.11.2021 06:15,""919"",""952"",""0"",""303"""
"16.11.2021 06:15 - 16.11.2021 06:30,""919"",""952"",""0"",""300"""
"16.11.2021 06:30 - 16.11.2021 06:45,""919"",""947"",""0"",""328"""
"16.11.2021 06:45 - 16.11.2021 07:00,""919"",""956"",""0"",""337"""
"16.11.2021 07:00 - 16.11.2021 07:15,""718"",""725"",""0"",""207"""
"16.11.2021 07:15 - 16.11.2021 07:30,""718"",""723"",""0"",""245"""
"16.11.2021 07:30 - 16.11.2021 07:45,""718"",""719"",""0"",""269"""
"16.11.2021 07:45 - 16.11.2021 08:00,""718"",""720"",""0"",""263"""
"16.11.2021 08:00 - 16.11.2021 08:15,""612"",""612"",""0"",""964"""
"16.11.2021 08:15 - 16.11.2021 08:30,""612"",""612"",""0"",""948"""
"16.11.2021 08:30 - 16.11.2021 08:45,""612"",""612"",""0"",""934"""
"16.11.2021 08:45 - 16.11.2021 09:00,""612"",""612"",""0"",""945"""
"16.11.2021 09:00 - 16.11.2021 09:15,""578"",""618"",""0"",""885"""
"16.11.2021 09:15 - 16.11.2021 09:30,""578"",""623"",""0"",""876"""
"16.11.2021 09:30 - 16.11.2021 09:45,""578"",""621"",""0"",""858"""
"16.11.2021 09:45 - 16.11.2021 10:00,""578"",""624"",""0"",""863"""
"16.11.2021 10:00 - 16.11.2021 10:15,""792"",""997"",""0"",""451"""
"16.11.2021 10:15 - 16.11.2021 10:30,""792"",""1003"",""0"",""431"""
"16.11.2021 10:30 - 16.11.2021 10:45,""792"",""999"",""0"",""432"""
"16.11.2021 10:45 - 16.11.2021 11:00,""792"",""1024"",""0"",""423"""
"16.11.2021 11:00 - 16.11.2021 11:15,""743"",""807"",""0"",""356"""
"16.11.2021 11:15 - 16.11.2021 11:30,""743"",""821"",""0"",""357"""
"16.11.2021 11:30 - 16.11.2021 11:45,""743"",""819"",""0"",""365"""
"16.11.2021 11:45 - 16.11.2021 12:00,""743"",""836"",""0"",""345"""
"16.11.2021 12:00 - 16.11.2021 12:15,""839"",""973"",""0"",""393"""
"16.11.2021 12:15 - 16.11.2021 12:30,""839"",""956"",""0"",""384"""
"16.11.2021 12:30 - 16.11.2021 12:45,""839"",""971"",""0"",""391"""
"16.11.2021 12:45 - 16.11.2021 13:00,""839"",""975"",""0"",""402"""
"16.11.2021 13:00 - 16.11.2021 13:15,""681"",""1102"",""0"",""545"""
"16.11.2021 13:15 - 16.11.2021 13:30,""681"",""1099"",""0"",""599"""
"16.11.2021 13:30 - 16.11.2021 13:45,""681"",""1096"",""0"",""628"""
"16.11.2021 13:45 - 16.11.2021 14:00,""681"",""1102"",""0"",""639"""
"16.11.2021 14:00 - 16.11.2021 14:15,""922"",""922"",""0"",""292"""
"16.11.2021 14:15 - 16.11.2021 14:30,""922"",""922"",""0"",""343"""
"16.11.2021 14:30 - 16.11.2021 14:45,""922"",""922"",""0"",""382"""
"16.11.2021 14:45 - 16.11.2021 15:00,""922"",""922"",""0"",""371"""
"16.11.2021 15:00 - 16.11.2021 15:15,""687"",""879"",""0"",""413"""
"16.11.2021 15:15 - 16.11.2021 15:30,""687"",""808"",""0"",""427"""
"16.11.2021 15:30 - 16.11.2021 15:45,""687"",""790"",""0"",""457"""
"16.11.2021 15:45 - 16.11.2021 16:00,""687"",""789"",""0"",""447"""
"16.11.2021 16:00 - 16.11.2021 16:15,""635"",""751"",""0"",""454"""
"16.11.2021 16:15 - 16.11.2021 16:30,""635"",""754"",""0"",""542"""
"16.11.2021 16:30 - 16.11.2021 16:45,""635"",""769"",""0"",""560"""
"16.11.2021 16:45 - 16.11.2021 17:00,""635"",""737"",""0"",""552"""
"16.11.2021 17:00 - 16.11.2021 17:15,""722"",""829"",""0"",""760"""
"16.11.2021 17:15 - 16.11.2021 17:30,""722"",""860"",""0"",""764"""
"16.11.2021 17:30 - 16.11.2021 17:45,""722"",""890"",""0"",""715"""
"16.11.2021 17:45 - 16.11.2021 18:00,""722"",""899"",""0"",""695"""
"16.11.2021 18:00 - 16.11.2021 18:15,""575"",""907"",""0"",""608"""
"16.11.2021 18:15 - 16.11.2021 18:30,""575"",""904"",""0"",""628"""
"16.11.2021 18:30 - 16.11.2021 18:45,""575"",""909"",""0"",""591"""
"16.11.2021 18:45 - 16.11.2021 19:00,""575"",""943"",""0"",""575"""
"16.11.2021 19:00 - 16.11.2021 19:15,""721"",""1000"",""0"",""449"""
"16.11.2021 19:15 - 16.11.2021 19:30,""721"",""1013"",""0"",""401"""
"16.11.2021 19:30 - 16.11.2021 19:45,""721"",""971"",""0"",""351"""
"16.11.2021 19:45 - 16.11.2021 20:00,""721"",""981"",""0"",""303"""
"16.11.2021 20:00 - 16.11.2021 20:15,""1000"",""1042"",""0"",""227"""
"16.11.2021 20:15 - 16.11.2021 20:30,""1000"",""1051"",""0"",""234"""
"16.11.2021 20:30 - 16.11.2021 20:45,""1000"",""1051"",""0"",""201"""
"16.11.2021 20:45 - 16.11.2021 21:00,""1000"",""1100"",""0"",""181"""
"16.11.2021 21:00 - 16.11.2021 21:15,""0"",""90"",""488"",""719"""
"16.11.2021 21:15 - 16.11.2021 21:30,""0"",""62"",""488"",""738"""
"16.11.2021 21:30 - 16.11.2021 21:45,""0"",""107"",""488"",""704"""
"16.11.2021 21:45 - 16.11.2021 22:00,""0"",""103"",""488"",""713"""
"16.11.2021 22:00 - 16.11.2021 22:15,""0"",""56"",""213"",""220"""
"16.11.2021 22:15 - 16.11.2021 22:30,""0"",""71"",""213"",""220"""
"16.11.2021 22:30 - 16.11.2021 22:45,""0"",""99"",""213"",""220"""
"16.11.2021 22:45 - 16.11.2021 23:00,""0"",""83"",""213"",""220"""
"16.11.2021 23:00 - 16.11.2021 23:15,""511"",""511"",""0"",""0"""
"16.11.2021 23:15 - 16.11.2021 23:30,""511"",""511"",""0"",""0"""
"16.11.2021 23:30 - 16.11.2021 23:45,""511"",""511"",""0"",""0"""
"16.11.2021 23:45 - 17.11.2021 00:00,""511"",""511"",""0"",""0"""
"17.11.2021 00:00 - 17.11.2021 00:15,""361"",""361"",""0"",""0"""
"17.11.2021 00:15 - 17.11.2021 00:30,""361"",""361"",""0"",""0"""
"17.11.2021 00:30 - 17.11.2021 00:45,""361"",""361"",""0"",""0"""
"17.11.2021 00:45 - 17.11.2021 01:00,""361"",""361"",""0"",""0"""
"17.11.2021 01:00 - 17.11.2021 01:15,""85"",""85"",""0"",""0"""
"17.11.2021 01:15 - 17.11.2021 01:30,""85"",""85"",""0"",""0"""
"17.11.2021 01:30 - 17.11.2021 01:45,""85"",""85"",""0"",""0"""
"17.11.2021 01:45 - 17.11.2021 02:00,""85"",""85"",""0"",""0"""
"17.11.2021 02:00 - 17.11.2021 02:15,""180"",""180"",""0"",""0"""
"17.11.2021 02:15 - 17.11.2021 02:30,""180"",""180"",""0"",""0"""
"17.11.2021 02:30 - 17.11.2021 02:45,""180"",""180"",""0"",""0"""
"17.11.2021 02:45 - 17.11.2021 03:00,""180"",""180"",""0"",""0"""
"17.11.2021 03:00 - 17.11.2021 03:15,""0"",""0"",""470"",""470"""
"17.11.2021 03:15 - 17.11.2021 03:30,""0"",""0"",""470"",""470"""
"17.11.2021 03:30 - 17.11.2021 03:45,""0"",""0"",""470"",""470"""
"17.11.2021 03:45 - 17.11.2021 04:00,""0"",""0"",""470"",""470"""
"17.11.2021 04:00 - 17.11.2021 04:15,""0"",""36"",""743"",""750"""
"17.11.2021 04:15 - 17.11.2021 04:30,""0"",""7"",""743"",""749"""
"17.11.2021 04:30 - 17.11.2021 04:45,""0"",""7"",""743"",""749"""
"17.11.2021 04:45 - 17.11.2021 05:00,""0"",""10"",""743"",""752"""
"17.11.2021 05:00 - 17.11.2021 05:15,""0"",""9"",""657"",""665"""
"17.11.2021 05:15 - 17.11.2021 05:30,""0"",""0"",""657"",""657"""
"17.11.2021 05:30 - 17.11.2021 05:45,""0"",""0"",""657"",""657"""
"17.11.2021 05:45 - 17.11.2021 06:00,""0"",""0"",""657"",""657"""
"17.11.2021 06:00 - 17.11.2021 06:15,""0"",""0"",""807"",""807"""
"17.11.2021 06:15 - 17.11.2021 06:30,""0"",""0"",""807"",""807"""
"17.11.2021 06:30 - 17.11.2021 06:45,""0"",""0"",""807"",""807"""
"17.11.2021 06:45 - 17.11.2021 07:00,""0"",""0"",""807"",""807"""
"17.11.2021 07:00 - 17.11.2021 07:15,""0"",""0"",""967"",""967"""
"17.11.2021 07:15 - 17.11.2021 07:30,""0"",""0"",""967"",""967"""
"17.11.2021 07:30 - 17.11.2021 07:45,""0"",""0"",""967"",""967"""
"17.11.2021 07:45 - 17.11.2021 08:00,""0"",""0"",""967"",""967"""
"17.11.2021 08:00 - 17.11.2021 08:15,""0"",""0"",""706"",""706"""
"17.11.2021 08:15 - 17.11.2021 08:30,""0"",""0"",""706"",""706"""
"17.11.2021 08:30 - 17.11.2021 08:45,""0"",""0"",""706"",""706"""
"17.11.2021 08:45 - 17.11.2021 09:00,""0"",""0"",""706"",""706"""
"17.11.2021 09:00 - 17.11.2021 09:15,""0"",""0"",""944"",""944"""
"17.11.2021 09:15 - 17.11.2021 09:30,""0"",""0"",""944"",""944"""
"17.11.2021 09:30 - 17.11.2021 09:45,""0"",""0"",""944"",""944"""
"17.11.2021 09:45 - 17.11.2021 10:00,""0"",""0"",""944"",""944"""
"17.11.2021 10:00 - 17.11.2021 10:15,""0"",""0"",""838"",""838"""
"17.11.2021 10:15 - 17.11.2021 10:30,""0"",""0"",""838"",""838"""
"17.11.2021 10:30 - 17.11.2021 10:45,""0"",""0"",""838"",""838"""
"17.11.2021 10:45 - 17.11.2021 11:00,""0"",""0"",""838"",""838"""
"17.11.2021 11:00 - 17.11.2021 11:15,""0"",""0"",""800"",""800"""
"17.11.2021 11:15 - 17.11.2021 11:30,""0"",""0"",""800"",""800"""
"17.11.2021 11:30 - 17.11.2021 11:45,""0"",""0"",""800"",""800"""
"17.11.2021 11:45 - 17.11.2021 12:00,""0"",""0"",""800"",""800"""
"17.11.2021 12:00 - 17.11.2021 12:15,""0"",""0"",""714"",""714"""
"17.11.2021 12:15 - 17.11.2021 12:30,""0"",""0"",""714"",""714"""
"17.11.2021 12:30 - 17.11.2021 12:45,""0"",""0"",""714"",""714"""
"17.11.2021 12:45 - 17.11.2021 13:00,""0"",""0"",""714"",""714"""
"17.11.2021 13:00 - 17.11.2021 13:15,""0"",""63"",""183"",""183"""
"17.11.2021 13:15 - 17.11.2021 13:30,""0"",""63"",""183"",""183"""
"17.11.2021 13:30 - 17.11.2021 13:45,""0"",""63"",""183"",""183"""
"17.11.2021 13:45 - 17.11.2021 14:00,""0"",""63"",""183"",""183"""
"17.11.2021 14:00 - 17.11.2021 14:15,""0"",""0"",""783"",""783"""
"17.11.2021 14:15 - 17.11.2021 14:30,""0"",""0"",""783"",""783"""
"17.11.2021 14:30 - 17.11.2021 14:45,""0"",""0"",""783"",""783"""
"17.11.2021 14:45 - 17.11.2021 15:00,""0"",""0"",""783"",""783"""
"17.11.2021 15:00 - 17.11.2021 15:15,""0"",""374"",""644"",""816"""
"17.11.2021 15:15 - 17.11.2021 15:30,""0"",""343"",""644"",""878"""
"17.11.2021 15:30 - 17.11.2021 15:45,""0"",""338"",""644"",""880"""
"17.11.2021 15:45 - 17.11.2021 16:00,""0"",""324"",""644"",""968"""
"17.11.2021 16:00 - 17.11.2021 16:15,""0"",""0"",""735"",""735"""
"17.11.2021 16:15 - 17.11.2021 16:30,""0"",""0"",""735"",""735"""
"17.11.2021 16:30 - 17.11.2021 16:45,""0"",""0"",""735"",""735"""
"17.11.2021 16:45 - 17.11.2021 17:00,""0"",""0"",""735"",""735"""
"17.11.2021 17:00 - 17.11.2021 17:15,""0"",""0"",""1000"",""1000"""
"17.11.2021 17:15 - 17.11.2021 17:30,""0"",""0"",""1000"",""1000"""
"17.11.2021 17:30 - 17.11.2021 17:45,""0"",""0"",""1000"",""1000"""
"17.11.2021 17:45 - 17.11.2021 18:00,""0"",""0"",""1000"",""1000"""
"17.11.2021 18:00 - 17.11.2021 18:15,""0"",""0"",""1000"",""1000"""
"17.11.2021 18:15 - 17.11.2021 18:30,""0"",""0"",""1000"",""1000"""
"17.11.2021 18:30 - 17.11.2021 18:45,""0"",""0"",""1000"",""1000"""
"17.11.2021 18:45 - 17.11.2021 19:00,""0"",""0"",""1000"",""1000"""
"17.11.2021 19:00 - 17.11.2021 19:15,""0"",""0"",""1000"",""1000"""
"17.11.2021 19:15 - 17.11.2021 19:30,""0"",""0"",""1000"",""1000"""
"17.11.2021 19:30 - 17.11.2021 19:45,""0"",""0"",""1000"",""1000"""
"17.11.2021 19:45 - 17.11.2021 20:00,""0"",""0"",""1000"",""1000"""
"17.11.2021 20:00 - 17.11.2021 20:15,""0"",""0"",""1000"",""1000"""
"17.11.2021 20:15 - 17.11.2021 20:30,""0"",""0"",""1000"",""1000"""
"17.11.2021 20:30 - 17.11.2021 20:45,""0"",""0"",""1000"",""1000"""
"17.11.2021 20:45 - 17.11.2021 21:00,""0"",""0"",""1000"",""1000"""
"17.11.2021 21:00 - 17.11.2021 21:15,""0"",""0"",""546"",""546"""
"17.11.2021 21:15 - 17.11.2021 21:30,""0"",""0"",""546"",""546"""
"17.11.2021 21:30 - 17.11.2021 21:45,""0"",""0"",""546"",""546"""
"17.11.2021 21:45 - 17.11.2021 22:00,""0"",""0"",""546"",""546"""
"17.11.2021 22:00 - 17.11.2021 22:15,""0"",""0"",""1000"",""1000"""
"17.11.2021 22:15 - 17.11.2021 22:30,""0"",""0"",""1000"",""1000"""
"17.11.2021 22:30 - 17.11.2021 22:45,""0"",""0"",""1000"",""1000"""
"17.11.2021 22:45 - 17.11.2021 23:00,""0"",""0"",""1000"",""1000"""
"17.11.2021 23:00 - 17.11.2021 23:15,""0"",""0"",""1000"",""1000"""
"17.11.2021 23:15 - 17.11.2021 23:30,""0"",""0"",""1000"",""1000"""
"17.11.2021 23:30 - 17.11.2021 23:45,""0"",""0"",""1000"",""1000"""
"17.11.2021 23:45 - 18.11.2021 00:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 00:00 - 18.11.2021 00:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 00:15 - 18.11.2021 00:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 00:30 - 18.11.2021 00:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 00:45 - 18.11.2021 01:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 01:00 - 18.11.2021 01:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 01:15 - 18.11.2021 01:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 01:30 - 18.11.2021 01:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 01:45 - 18.11.2021 02:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 02:00 - 18.11.2021 02:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 02:15 - 18.11.2021 02:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 02:30 - 18.11.2021 02:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 02:45 - 18.11.2021 03:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 03:00 - 18.11.2021 03:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 03:15 - 18.11.2021 03:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 03:30 - 18.11.2021 03:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 03:45 - 18.11.2021 04:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 04:00 - 18.11.2021 04:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 04:15 - 18.11.2021 04:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 04:30 - 18.11.2021 04:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 04:45 - 18.11.2021 05:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 05:00 - 18.11.2021 05:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 05:15 - 18.11.2021 05:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 05:30 - 18.11.2021 05:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 05:45 - 18.11.2021 06:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 06:00 - 18.11.2021 06:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 06:15 - 18.11.2021 06:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 06:30 - 18.11.2021 06:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 06:45 - 18.11.2021 07:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 07:00 - 18.11.2021 07:15,""0"",""0"",""463"",""463"""
"18.11.2021 07:15 - 18.11.2021 07:30,""0"",""0"",""463"",""463"""
"18.11.2021 07:30 - 18.11.2021 07:45,""0"",""0"",""463"",""463"""
"18.11.2021 07:45 - 18.11.2021 08:00,""0"",""0"",""463"",""463"""
"18.11.2021 08:00 - 18.11.2021 08:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 08:15 - 18.11.2021 08:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 08:30 - 18.11.2021 08:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 08:45 - 18.11.2021 09:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 09:00 - 18.11.2021 09:15,""0"",""0"",""961"",""961"""
"18.11.2021 09:15 - 18.11.2021 09:30,""0"",""0"",""961"",""961"""
"18.11.2021 09:30 - 18.11.2021 09:45,""0"",""0"",""961"",""961"""
"18.11.2021 09:45 - 18.11.2021 10:00,""0"",""0"",""961"",""961"""
"18.11.2021 10:00 - 18.11.2021 10:15,""0"",""0"",""806"",""806"""
"18.11.2021 10:15 - 18.11.2021 10:30,""0"",""0"",""806"",""806"""
"18.11.2021 10:30 - 18.11.2021 10:45,""0"",""0"",""806"",""806"""
"18.11.2021 10:45 - 18.11.2021 11:00,""0"",""0"",""806"",""806"""
"18.11.2021 11:00 - 18.11.2021 11:15,""0"",""0"",""855"",""855"""
"18.11.2021 11:15 - 18.11.2021 11:30,""0"",""0"",""855"",""855"""
"18.11.2021 11:30 - 18.11.2021 11:45,""0"",""0"",""855"",""855"""
"18.11.2021 11:45 - 18.11.2021 12:00,""0"",""0"",""855"",""855"""
"18.11.2021 12:00 - 18.11.2021 12:15,""0"",""0"",""596"",""596"""
"18.11.2021 12:15 - 18.11.2021 12:30,""0"",""0"",""596"",""596"""
"18.11.2021 12:30 - 18.11.2021 12:45,""0"",""0"",""596"",""596"""
"18.11.2021 12:45 - 18.11.2021 13:00,""0"",""0"",""596"",""596"""
"18.11.2021 13:00 - 18.11.2021 13:15,""0"",""0"",""806"",""806"""
"18.11.2021 13:15 - 18.11.2021 13:30,""0"",""0"",""806"",""806"""
"18.11.2021 13:30 - 18.11.2021 13:45,""0"",""0"",""806"",""806"""
"18.11.2021 13:45 - 18.11.2021 14:00,""0"",""0"",""806"",""806"""
"18.11.2021 14:00 - 18.11.2021 14:15,""0"",""0"",""749"",""749"""
"18.11.2021 14:15 - 18.11.2021 14:30,""0"",""0"",""749"",""749"""
"18.11.2021 14:30 - 18.11.2021 14:45,""0"",""0"",""749"",""749"""
"18.11.2021 14:45 - 18.11.2021 15:00,""0"",""0"",""749"",""749"""
"18.11.2021 15:00 - 18.11.2021 15:15,""0"",""0"",""727"",""727"""
"18.11.2021 15:15 - 18.11.2021 15:30,""0"",""0"",""727"",""727"""
"18.11.2021 15:30 - 18.11.2021 15:45,""0"",""0"",""727"",""727"""
"18.11.2021 15:45 - 18.11.2021 16:00,""0"",""0"",""727"",""727"""
"18.11.2021 16:00 - 18.11.2021 16:15,""0"",""0"",""846"",""846"""
"18.11.2021 16:15 - 18.11.2021 16:30,""0"",""0"",""846"",""846"""
"18.11.2021 16:30 - 18.11.2021 16:45,""0"",""0"",""846"",""846"""
"18.11.2021 16:45 - 18.11.2021 17:00,""0"",""0"",""846"",""846"""
"18.11.2021 17:00 - 18.11.2021 17:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 17:15 - 18.11.2021 17:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 17:30 - 18.11.2021 17:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 17:45 - 18.11.2021 18:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 18:00 - 18.11.2021 18:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 18:15 - 18.11.2021 18:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 18:30 - 18.11.2021 18:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 18:45 - 18.11.2021 19:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 19:00 - 18.11.2021 19:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 19:15 - 18.11.2021 19:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 19:30 - 18.11.2021 19:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 19:45 - 18.11.2021 20:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 20:00 - 18.11.2021 20:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 20:15 - 18.11.2021 20:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 20:30 - 18.11.2021 20:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 20:45 - 18.11.2021 21:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 21:00 - 18.11.2021 21:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 21:15 - 18.11.2021 21:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 21:30 - 18.11.2021 21:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 21:45 - 18.11.2021 22:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 22:00 - 18.11.2021 22:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 22:15 - 18.11.2021 22:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 22:30 - 18.11.2021 22:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 22:45 - 18.11.2021 23:00,""0"",""0"",""1000"",""1000"""
"18.11.2021 23:00 - 18.11.2021 23:15,""0"",""0"",""1000"",""1000"""
"18.11.2021 23:15 - 18.11.2021 23:30,""0"",""0"",""1000"",""1000"""
"18.11.2021 23:30 - 18.11.2021 23:45,""0"",""0"",""1000"",""1000"""
"18.11.2021 23:45 - 19.11.2021 00:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 00:00 - 19.11.2021 00:15,""0"",""0"",""1000"",""1000"""
"19.11.2021 00:15 - 19.11.2021 00:30,""0"",""0"",""1000"",""1000"""
"19.11.2021 00:30 - 19.11.2021 00:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 00:45 - 19.11.2021 01:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 01:00 - 19.11.2021 01:15,""0"",""0"",""1000"",""1000"""
"19.11.2021 01:15 - 19.11.2021 01:30,""0"",""0"",""1000"",""1000"""
"19.11.2021 01:30 - 19.11.2021 01:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 01:45 - 19.11.2021 02:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 02:00 - 19.11.2021 02:15,""0"",""0"",""1000"",""1000"""
"19.11.2021 02:15 - 19.11.2021 02:30,""0"",""0"",""1000"",""1000"""
"19.11.2021 02:30 - 19.11.2021 02:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 02:45 - 19.11.2021 03:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 03:00 - 19.11.2021 03:15,""0"",""2"",""1000"",""1000"""
"19.11.2021 03:15 - 19.11.2021 03:30,""0"",""2"",""1000"",""1000"""
"19.11.2021 03:30 - 19.11.2021 03:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 03:45 - 19.11.2021 04:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 04:00 - 19.11.2021 04:15,""0"",""0"",""1000"",""1000"""
"19.11.2021 04:15 - 19.11.2021 04:30,""0"",""0"",""1000"",""1000"""
"19.11.2021 04:30 - 19.11.2021 04:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 04:45 - 19.11.2021 05:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 05:00 - 19.11.2021 05:15,""0"",""616"",""1000"",""1009"""
"19.11.2021 05:15 - 19.11.2021 05:30,""0"",""522"",""1000"",""1007"""
"19.11.2021 05:30 - 19.11.2021 05:45,""0"",""413"",""1000"",""1011"""
"19.11.2021 05:45 - 19.11.2021 06:00,""0"",""325"",""1000"",""1034"""
"19.11.2021 06:00 - 19.11.2021 06:15,""0"",""0"",""758"",""758"""
"19.11.2021 06:15 - 19.11.2021 06:30,""0"",""0"",""758"",""758"""
"19.11.2021 06:30 - 19.11.2021 06:45,""0"",""0"",""758"",""758"""
"19.11.2021 06:45 - 19.11.2021 07:00,""0"",""0"",""758"",""758"""
"19.11.2021 07:00 - 19.11.2021 07:15,""0"",""0"",""1000"",""1000"""
"19.11.2021 07:15 - 19.11.2021 07:30,""0"",""0"",""1000"",""1000"""
"19.11.2021 07:30 - 19.11.2021 07:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 07:45 - 19.11.2021 08:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 08:00 - 19.11.2021 08:15,""0"",""0"",""953"",""953"""
"19.11.2021 08:15 - 19.11.2021 08:30,""0"",""0"",""953"",""953"""
"19.11.2021 08:30 - 19.11.2021 08:45,""0"",""0"",""953"",""953"""
"19.11.2021 08:45 - 19.11.2021 09:00,""0"",""0"",""953"",""953"""
"19.11.2021 09:00 - 19.11.2021 09:15,""0"",""1"",""750"",""751"""
"19.11.2021 09:15 - 19.11.2021 09:30,""0"",""1"",""750"",""751"""
"19.11.2021 09:30 - 19.11.2021 09:45,""0"",""1"",""750"",""751"""
"19.11.2021 09:45 - 19.11.2021 10:00,""0"",""1"",""750"",""751"""
"19.11.2021 10:00 - 19.11.2021 10:15,""0"",""0"",""1000"",""1000"""
"19.11.2021 10:15 - 19.11.2021 10:30,""0"",""0"",""1000"",""1000"""
"19.11.2021 10:30 - 19.11.2021 10:45,""0"",""0"",""1000"",""1000"""
"19.11.2021 10:45 - 19.11.2021 11:00,""0"",""0"",""1000"",""1000"""
"19.11.2021 11:00 - 19.11.2021 11:15,""0"",""0"",""997"",""997"""
"19.11.2021 11:15 - 19.11.2021 11:30,""0"",""0"",""997"",""997"""
"19.11.2021 11:30 - 19.11.2021 11:45,""0"",""0"",""997"",""997"""
"19.11.2021 11:45 - 19.11.2021 12:00,""0"",""0"",""997"",""997"""
"19.11.2021 12:00 - 19.11.2021 12:15,""0"",""0"",""701"",""701"""
"19.11.2021 12:15 - 19.11.2021 12:30,""0"",""1"",""701"",""702"""
